Code,Subject Name,Year,Type,School
JAPN 202,Elementary Japanese II,2020,Regular,LAS
JAPN 204,Intermediate Japanese II,2020,Regular,LAS
JAPN 306,Advanced Japanese II,2020,Regular,LAS
JAPN 408,Readings in Classical Japanese,2020,Regular,LAS
JAPN 441,Fourth Year Japanese II,2020,Regular,LAS
JAPN 499,Study Abroad,2020,Regular,LAS
JOUR 335,Audio Journalism,2020,Regular,MEDIA
JOUR 361,Readings in Sports Journalism,2020,Regular,MEDIA
JOUR 475,In-Depth Writing Styles,2020,Regular,MEDIA
JOUR 500,Current Issues in Journalism,2020,Regular,MEDIA
JS 252,The Holocaust,2020,Regular,Unknown
JS 261,The Holocaust in Context,2020,Regular,Unknown
JS 495,Independent Study,2020,Regular,Unknown
KIN 102,Individual and Dual Activities,2020,Regular,AHS
KIN 103,Indoor Court Activities,2020,Regular,AHS
KIN 104,Skating Activities,2020,Regular,AHS
KIN 107,Aquatic Sport Activities,2020,Regular,AHS
KIN 109,Team Sport Activities,2020,Regular,AHS
KIN 261,Teaching Activities II,2020,Regular,AHS
KIN 346,Case Study: Endless Summer,2020,Regular,AHS
KIN 362,Curriculum in Grades 7-12,2020,Regular,AHS
KIN 363,Instructional Strategies in PE,2020,Regular,AHS
KIN 365,Civic Engagement in Wellness,2020,Sustainability,AHS
KIN 375,Comm Partners & Health,2020,Regular,AHS
KIN 407,"Disability, Culture & Society",2020,Regular,AHS
KIN 443,Psychophysiology in Ex & Sport,2020,Regular,AHS
KIN 444,Physical Activity and Chronic Diseases,2020,Regular,AHS
KIN 452,Clin & Applied Ex Physiology,2020,Regular,AHS
KIN 473,Skill Acquisition Strategies,2020,Regular,AHS
KIN 474,Tech-Driven Health Intervention,2020,Regular,AHS
KIN 501,Kinesiology Research Methods,2020,Regular,AHS
KIN 551,Sci Basis of Phys Performance,2020,Regular,AHS
KOR 202,Elementary Korean II,2020,Regular,LAS
KOR 204,Intermediate Korean II,2020,Regular,LAS
KOR 222,Korean Reading and Writing II,2020,Regular,LAS
KOR 242,Korean Reading and Writing IV,2020,Regular,LAS
KOR 306,Advanced Korean II,2020,Regular,LAS
KOR 441,Fourth Year Korean II,2020,Regular,LAS
LA 234,Site Design Studio,2020,Regular,Unknown
LA 281,Design Communications II,2020,Regular,Unknown
LA 314,History of World Landscapes,2020,Sustainability,Unknown
LA 343,Landscape Construction,2020,Regular,Unknown
LA 427,Amer Vernacular Cultural Land,2020,Regular,Unknown
LA 430,Children and Nature,2020,Regular,Unknown
LA 438,Design Workshop Studio II,2020,Regular,Unknown
LA 446,Sustainable Planning Seminar,2020,Regular,Unknown
LA 466,Energy & the Built Environment,2020,Sustainability,Unknown
LA 480,Sustainable Design Principles,2020,Sustainability,Unknown
LA 513,History of World Landscapes,2020,Sustainability,Unknown
LA 563,Soc/Beh Research Designed Env,2020,Regular,Unknown
LA 597,Research Design & Methods,2020,Regular,Unknown
LAS 289,Internship Experience,2020,Regular,LAS
LAST 343,Arts of Modern Latin America,2020,Regular,LAS
LAST 597,M.A. Research,2020,Regular,LAS
LAT 595,Intro to Classical Studies,2020,Regular,LAS
LAW 303,Living the Law,2020,Regular,LAW
LAW 305,Art and Cultural Property Law,2020,Regular,LAW
LAW 499,LAW Study Abroad,2020,Regular,LAW
LAW 601,Contracts,2020,Regular,LAW
LAW 606,Constitutional Law I,2020,Regular,LAW
LAW 610,Introduction to Advocacy,2020,Regular,LAW
LAW 615,Administrative Law,2020,Regular,LAW
LAW 624,Real Estate Finance,2020,Regular,LAW
LAW 625,State and Local Government,2020,Regular,LAW
LAW 642,Antitrust Law,2020,Regular,LAW
LAW 648,Corporate Taxation,2020,Regular,LAW
LAW 653,International Business Trans,2020,Regular,LAW
LAW 654,International Trade Policy,2020,Regular,LAW
LAW 657,International Human Rights Law,2020,Regular,LAW
LAW 660,Individual Employee Rights,2020,Regular,LAW
LAW 664,Employment Discrimination,2020,Regular,LAW
LAW 670,Elder Law,2020,Regular,LAW
LAW 679,Criminal Proc: Adjudication,2020,Regular,LAW
LAW 685,Dispute Resolution,2020,Regular,LAW
LAW 686,Remedies,2020,Regular,LAW
LAW 687,Jurisprudence,2020,Regular,LAW
LEAD 170,Leading Student Organizations,2020,Regular,LAS
LEAD 260,Introduction to Leadership Studies,2020,Regular,LAS
LEAD 300,Training and Development,2020,Regular,LAS
LEAD 451,Professional Dev in Ag Ed,2020,Regular,LAS
LEAD 470,Leading Professional Organizations and Communities,2020,Regular,LAS
LER 120,Contemporary Labor Problems,2020,Regular,LER
LER 130,Intro Labr Wrkng Class History,2020,Regular,LER
LER 300,"Workers, Unions, and Politics",2020,Regular,LER
LER 540,Labor Economics I,2020,Regular,LER
LER 567,Negotiation in HR Decisions,2020,Regular,LER
LER 597,Employee Motivation & Perfmnce,2020,Regular,LER
LING 111,Language in Globalization,2020,Regular,LAS
LING 302,Elements of Phonology,2020,Regular,LAS
LING 303,General Speech Science,2020,Regular,LAS
LING 304,Elements of Morphology,2020,Regular,LAS
LING 403,Introduction to Field Methods,2020,Regular,LAS
LING 406,Intro to Computational Ling,2020,Regular,LAS
LING 415,Machine Translation: History and Applications,2020,Regular,LAS
LING 425,Intro to Psycholinguistics,2020,Regular,LAS
LING 427,Language and the Brain,2020,Regular,LAS
LING 462,Introduction to Romance Linguistics,2020,Regular,LAS
LING 502,Phonology I,2020,Regular,LAS
LING 525,Psycholinguistics,2020,Regular,LAS
LING 541,Syntax II,2020,Regular,LAS
LING 542,Phonology II,2020,Regular,LAS
LING 547,Formal Semantics II,2020,Regular,LAS
LLS 215,US Citizenship Comparatively,2020,Regular,LAS
LLS 240,Latina/o Popular Culture,2020,Regular,LAS
LLS 258,Muslims in America,2020,Regular,LAS
LLS 260,Graffiti and Murals,2020,Regular,LAS
LLS 265,Politics of Hip Hop,2020,Regular,LAS
LLS 322,US Latina and Latino Families,2020,Regular,LAS
LLS 355,Race and Mixed Race,2020,Regular,LAS
LLS 357,Literatures of the Displaced,2020,Regular,LAS
LLS 370,Latina/o Ethnography,2020,Regular,LAS
LLS 465,"Race, Sex, and Deviance",2020,Regular,LAS
LLS 479,"Race, Medicine, and Society",2020,Regular,LAS
LLS 490,Research and Writing Seminar,2020,Regular,LAS
LLS 517,Bilingual and English as a Second Language Assessment,2020,Regular,LAS
LLS 561,Race and Cultural Critique,2020,Regular,LAS
MACS 204,Gender in Gaming,2020,Regular,Media
MACS 207,Indian Cinema in Context,2020,Regular,Media
MACS 260,Film Production,2020,Regular,Media
MACS 262,Survey of World Cinema II,2020,Regular,Media
MACS 266,Community Innovation,2020,Regular,Media
MACS 284,Animated Media from Mickey to GIFs,2020,Regular,Media
MACS 335,"Film, TV, and Gender",2020,Regular,Media
MACS 346,Case Study: Endless Summer,2020,Regular,Media
MACS 361,Film Theory and Criticism,2020,Regular,Media
MACS 372,Screenwriting,2020,Regular,Media
MACS 380,21st Century Documentaries,2020,Regular,Media
MACS 389,International Communications,2020,Regular,Media
MACS 419,Russian & East European Film,2020,Regular,Media
MACS 425,Intro to Psycholinguistics,2020,Regular,Media
MACS 464,Film Festivals,2020,Regular,Media
MACS 466,Japanese Cinema,2020,Regular,Media
MACS 480,Advanced Filmmaking,2020,Regular,Media
MACS 481,Advanced Filmmaking Studio,2020,Regular,Media
MACS 485,Making Video Essays,2020,Regular,Media
MACS 504,Theories of Cinema,2020,Regular,Media
MATH 117,Elementary Mathematics,2020,Regular,LAS
MATH 234,Calculus for Business I,2020,Regular,LAS
MATH 414,Mathematical Logic,2020,Regular,LAS
MATH 418,Intro to Abstract Algebra II,2020,Regular,LAS
MATH 425,Honors Advanced Analysis,2020,Regular,LAS
MATH 432,Set Theory and Topology,2020,Regular,LAS
MATH 490,Advanced Topics in Mathematics,2020,Regular,LAS
MATH 496,Honors Seminar,2020,Regular,LAS
MATH 501,Abstract Algebra II,2020,Regular,LAS
MATH 503,Intro Geometric Group Theory,2020,Regular,LAS
MATH 511,Intro to Algebraic Geometry,2020,Regular,LAS
MATH 519,Differentiable Manifolds II,2020,Regular,LAS
MATH 522,Lie Groups and Lie Algebras I,2020,Regular,LAS
MATH 525,Algebraic Topology I,2020,Regular,LAS
MATH 527,Homotopy Theory,2020,Regular,LAS
MATH 530,Algebraic Number Theory,2020,Regular,LAS
MATH 532,Analytic Theory of Numbers II,2020,Regular,LAS
MATH 541,Functional Analysis,2020,Regular,LAS
MATH 545,Harmonic Analysis,2020,Regular,LAS
MATH 553,Partial Differential Equations,2020,Regular,LAS
MATH 561,Theory of Probability I,2020,Regular,LAS
MATH 571,Model Theory,2020,Regular,LAS
MBA 503,Prin & Proc of Management I,2020,Regular,Gies
MBA 504,Prin & Proc of Management II,2020,Regular,Gies
MBA 541,Marketing in a Digital World,2020,Regular,Gies
MBA 547,Global Impact: Cultural Psychology & Business Ethics,2020,Regular,Gies
MBA 551,Strategic Innovation,2020,Regular,Gies
MBA 561,Introduction to Business Analytics with R,2020,Regular,Gies
MCB 246,Human Anatomy & Physiology II,2020,Regular,LAS
MCB 247,Human Anat & Physiol Lab II,2020,Regular,LAS
MCB 317,Genetics and Genomics,2020,Regular,LAS
MCB 320,Mechanisms of Human Disease,2020,Regular,LAS
MCB 402,Sys & Integrative Physiology,2020,Regular,LAS
MCB 406,Gene Expression & Regulation,2020,Regular,LAS
MCB 410,"Developmental Biology, Stem Cells and Regenerative Medicine",2020,Regular,LAS
MCB 429,Cellular Microbiology &Disease,2020,Regular,LAS
MCB 442,Comparative Immunobiology,2020,Regular,LAS
MCB 446,Physical Biochemistry,2020,Regular,LAS
MCB 458,Basic Human Pathology,2020,Regular,LAS
MCB 462,Integrative Neuroscience,2020,Regular,LAS
MCB 465,Human Metabolic Disease,2020,Regular,LAS
MCB 509,Curr Topics Mol & Int Physiol,2020,Regular,LAS
MCB 511,Mol Bio of Microbe-Plant Inter,2020,Regular,LAS
MCB 539,Advanced Cellular Microbiology,2020,Regular,LAS
MCB 543,Interdisciplinary Approaches to Neuroscience II,2020,Regular,LAS
MCB 553,Enzyme Reaction Mechanisms,2020,Regular,LAS
MCB 571,Bioinformatics,2020,Regular,LAS
MCB 585,Current Topics in Microbiology,2020,Regular,LAS
MDIA 223,Watching the Environment,2020,Sustainability,MEDIA
MDIA 390,Special Topics in Media,2020,Regular,MEDIA
MDIA 525,Psycholinguistics,2020,Regular,MEDIA
MDIA 572,Proseminar II,2020,Regular,MEDIA
MDVL 216,Legends of King Arthur,2020,Regular,LAS
MDVL 245,"Wives, Workers and Witches in Pre-Modern Europe",2020,Regular,LAS
MDVL 413,Dante,2020,Regular,LAS
MDVL 440,Early Christian Thought,2020,Regular,LAS
MDVL 500,Seminar in Medieval Studies,2020,Regular,LAS
MDVL 505,Old Norse-Icelandic I,2020,Regular,LAS
MDVL 514,Seminar in Medieval Literature,2020,Regular,LAS
ME 404,Intermediate Thermodynamics,2020,Regular,Unknown
ME 412,Numerical Thermo-Fluid Mechs,2020,Regular,Unknown
ME 431,Mechanical Component Failure,2020,Regular,Unknown
ME 440,Kinem & Dynamics of Mech Syst,2020,Regular,Unknown
ME 446,Robot Dynamics and Control,2020,Regular,Unknown
ME 452,Num Control of Mfg Processes,2020,Regular,Unknown
ME 455,Micromanufacturing Process & Automation,2020,Regular,Unknown
ME 460,Industrial Control Systems,2020,Regular,Unknown
ME 472,Introduction to Tribology,2020,Regular,Unknown
ME 481,Whole-Body Musculoskel Biomech,2020,Regular,Unknown
ME 483,Mechanobiology,2020,Regular,Unknown
ME 501,Combustion Fundamentals,2020,Regular,Unknown
ME 510,Advanced Gas Dynamics,2020,Regular,Unknown
ME 521,Convective Heat Transfer,2020,Regular,Unknown
ME 531,Inelastic Design Methods,2020,Regular,Unknown
ME 544,Dynamic System Reliability,2020,Regular,Unknown
ME 546,Analysis of Nonlinear Systems,2020,Regular,Unknown
ME 561,Convex Methods in Control,2020,Regular,Unknown
MILS 102,Introduction to the Profession of Arms,2020,Regular,NA
MILS 114,Leadership Laboratory,2020,Regular,NA
MILS 202,Leadership and Teamwork,2020,Regular,NA
MILS 214,Leadership Laboratory,2020,Regular,NA
MILS 302,Leadership and Ethics,2020,Regular,NA
MILS 314,Leadership Laboratory,2020,Regular,NA
MILS 324,Leadership Laboratory,2020,Regular,NA
MILS 342,Officership,2020,Regular,NA
MSE 183,Freshman Materials Laboratory,2020,Regular,Grainger
MSE 304,Electronic Properties of Matls,2020,Regular,Grainger
MSE 308,Materials Laboratory II,2020,Regular,Grainger
MSE 395,Materials Design,2020,Regular,Grainger
MSE 396,Introduction to Research,2020,Regular,Grainger
MSE 402,Kinetic Processes in Materials,2020,Regular,Grainger
MSE 405,Microstructure Determination,2020,Regular,Grainger
MSE 420,Ceramic Materials & Properties,2020,Regular,Grainger
MSE 422,Electrical Ceramics,2020,Regular,Grainger
MSE 441,Metals Processing,2020,Regular,Grainger
MSE 450,Polymer Science & Engineering,2020,Regular,Grainger
MSE 453,Plastics Engineering,2020,Sustainability,Grainger
MSE 458,Polymer Physics,2020,Regular,Grainger
MSE 460,Electronic Materials I,2020,Regular,Grainger
MSE 481,Electron Microscopy,2020,Regular,Grainger
MSE 487,Materials for Nanotechnology,2020,Regular,Grainger
MSE 488,Optical Materials,2020,Regular,Grainger
MSE 580,Diffraction Physics of Matls,2020,Regular,Grainger
MSE 583,Dynamics of Complex Fluids,2020,Regular,Grainger
MUS 102,Music Theory and Practice II,2020,Regular,Grainger
MUS 104,Rudiments of Music Theory II,2020,Regular,Grainger
MUS 120,English Diction,2020,Regular,Grainger
MUS 122,German Diction,2020,Regular,Grainger
MUS 125,English Diction and Dialects,2020,Regular,Grainger
MUS 130,Introd to the Art of Music,2020,Regular,Grainger
MUS 164,Jazz Keyboard Studies II,2020,Regular,Grainger
MUS 165,Applied Jazz Instruction,2020,Regular,Grainger
MUS 167,Class Jazz Improvisation II,2020,Regular,Grainger
MUS 173,Grp Instr Pno for Mus Maj II,2020,Regular,Grainger
MUS 175,Grp Instr Pno for Mus Maj IV,2020,Regular,Grainger
MUS 178,Guitar,2020,Regular,Grainger
MUS 179,Harpsichord,2020,Regular,Grainger
MUS 180,Piano,2020,Regular,Grainger
MUS 181,Voice,2020,Regular,Grainger
MUS 182,Organ,2020,Regular,Grainger
MUS 183,Violin,2020,Regular,Grainger
MUS 184,Viola,2020,Regular,Grainger
MUS 185,Cello,2020,Regular,Grainger
MUS 186,Double Bass,2020,Regular,Grainger
MUS 187,Harp,2020,Regular,Grainger
MUS 188,Flute,2020,Regular,Grainger
MUS 189,Clarinet,2020,Regular,Grainger
MUS 190,Oboe,2020,Regular,Grainger
MUS 191,Bassoon,2020,Regular,Grainger
MUS 192,Saxophone,2020,Regular,Grainger
MUS 193,Trumpet,2020,Regular,Grainger
MUS 194,Horn,2020,Regular,Grainger
MUS 195,Trombone,2020,Regular,Grainger
MUS 196,Euphonium,2020,Regular,Grainger
MUS 197,Tuba,2020,Regular,Grainger
MUS 198,Percussion,2020,Regular,Grainger
MUS 205,Computation and Music II,2020,Regular,Grainger
MUS 208,Musicianship IV,2020,Regular,Grainger
MUS 209,"Music, Sound, Technology",2020,Regular,Grainger
MUS 244,Social Foundations of Music Ed,2020,Regular,Grainger
MUS 250,University Orchestra,2020,Regular,Grainger
MUS 252,Ethnomusicology Perf Ensembles,2020,Regular,Grainger
MUS 256,Brass Ensemble,2020,Regular,Grainger
MUS 257,Percussion Ensemble,2020,Regular,Grainger
MUS 258,Piano Ensemble,2020,Regular,Grainger
MUS 260,Oratorio Society,2020,Regular,Grainger
MUS 261,Choral Ensemble,2020,Regular,Grainger
MUS 262,Women's Glee Club,2020,Regular,Grainger
MUS 263,Men's Glee Club,2020,Regular,Grainger
MUS 266,Jazz Ensemble,2020,Regular,Grainger
MUS 267,Chamber Music,2020,Regular,Grainger
MUS 268,Wind Symphony,2020,Regular,Grainger
MUS 269,Wind Orchestra,2020,Regular,Grainger
MUS 271,Hindsley Symphonic Band,2020,Regular,Grainger
MUS 272,Concert Band,2020,Regular,Grainger
MUS 274,Athletic Bands,2020,Regular,Grainger
MUS 314,The History of Music II,2020,Regular,Grainger
MUS 320,Pre-Student Tchng Experience,2020,Regular,Grainger
MUS 331,Advanced Choral Conducting II,2020,Regular,Grainger
MUS 332,Advanced Wind Band Conducting and Rehearsal Strategies,2020,Regular,Grainger
MUS 342,Music in Childhood,2020,Regular,Grainger
MUS 346,Choral Methods for Secondary Ensembles,2020,Regular,Grainger
MUS 361,Jazz Improv:Theory and Prac II,2020,Regular,Grainger
MUS 363,Jazz Arranging II,2020,Regular,Grainger
MUS 365,Jazz Composition II,2020,Regular,Grainger
MUS 369,Jazz Improvisation Styles II,2020,Regular,Grainger
MUS 400,Counterpoint and Fugue,2020,Regular,Grainger
MUS 409,Elec Music Techniques II,2020,Regular,Grainger
MUS 413,Music and Performance,2020,Regular,Grainger
MUS 434,Assessment and Evaluation in Music Education,2020,Regular,Grainger
MUS 436,Jazz Aural Skills II,2020,Regular,Grainger
MUS 438,Designing Musical Experiences,2020,Regular,Grainger
MUS 440,Marching Band Procedures,2020,Regular,Grainger
MUS 443,Orchestral Repertory,2020,Regular,Grainger
MUS 444,Healthy Music Practices,2020,Regular,Grainger
MUS 450,Advanced Ensemble Music,2020,Regular,Grainger
MUS 452,Special Topics in Harpsichord,2020,Regular,Grainger
MUS 453,Special Topics in Organ,2020,Regular,Grainger
MUS 455,Advanced Keyboard Skills II,2020,Regular,Grainger
MUS 456,Adv Jazz Piano Improvisation,2020,Regular,Grainger
MUS 463,Jazz Listening Seminar II,2020,Regular,Grainger
MUS 465,Jazz History II,2020,Regular,Grainger
MUS 466,Applied Jazz Instruction,2020,Regular,Grainger
MUS 467,Lyric Theatre Voice,2020,Regular,Grainger
MUS 468,Lyric Studio,2020,Regular,Grainger
MUS 475,Vocal Repertoire II,2020,Regular,Grainger
MUS 478,Guitar,2020,Regular,Grainger
MUS 479,Harpsichord,2020,Regular,Grainger
MUS 480,Piano,2020,Regular,Grainger
MUS 481,Voice,2020,Regular,Grainger
MUS 482,Organ,2020,Regular,Grainger
MUS 483,Violin,2020,Regular,Grainger
MUS 484,Viola,2020,Regular,Grainger
MUS 485,Cello,2020,Regular,Grainger
MUS 486,Double Bass,2020,Regular,Grainger
MUS 487,Harp,2020,Regular,Grainger
MUS 488,Flute,2020,Regular,Grainger
MUS 489,Clarinet,2020,Regular,Grainger
MUS 490,Oboe,2020,Regular,Grainger
MUS 491,Bassoon,2020,Regular,Grainger
MUS 492,Saxophone,2020,Regular,Grainger
MUS 493,Trumpet,2020,Regular,Grainger
MUS 494,Horn,2020,Regular,Grainger
MUS 495,Trombone,2020,Regular,Grainger
MUS 496,Euphonium,2020,Regular,Grainger
MUS 497,Tuba,2020,Regular,Grainger
MUS 498,Percussion,2020,Regular,Grainger
MUS 507,Sem in Music Comp and Theory,2020,Regular,Grainger
MUS 508,Grad. Jazz Improv. II,2020,Regular,Grainger
MUS 512,Fdns/Methods of Musicology II,2020,Regular,Grainger
MUS 519,Analytical Methods: Musicology,2020,Regular,Grainger
MUS 524,Sem in Wrks of Select Composer,2020,Regular,Grainger
